
-2576	17044	-84	-2048	-79	-32	18
-3056	17208	-216	-1568	-68	-25	27
-2816	17096	-68	-1656	-63	-32	28
-3056	17080	-96	-1740	-67	-42	20
-3072	16980	-180	-1784	-66	-31	22
-3072	16912	-136	-1760	-66	-44	35
-2576	17116	-96	-1676	-76	-43	31
-2816	17124	-104	-1572	-71	-33	24
-3072	17356	-64	-1724	-73	-25	18
-2592	17316	-144	-1980	-74	-31	32
-2832	17072	-72	-1832	-75	-30	29
-2592	17176	-168	-1772	-73	-40	28
-2816	17020	-184	-2000	-71	-30	23
-2592	17392	-244	-1792	-72	-34	26
-3056	17180	-176	-1696	-77	-45	23
-3056	16912	-164	-1788	-74	-18	30
-2848	17396	-156	-1704	-59	-39	22
-2800	16952	-120	-1944	-74	-20	31
-3056	17296	-44	-1748	-65	-25	24
-2832	17164	-84	-1784	-75	-19	31
-2832	16932	-80	-1708	-63	-28	36
-2592	16924	-180	-1648	-72	-44	37
-2816	16908	-112	-1644	-71	-29	19
-2848	17256	-100	-1716	-80	-29	18
-2608	17392	-48	-1680	-74	-27	25
-2784	16896	-116	-1776	-72	-41	29
-3056	17392	-100	-1704	-76	-26	22
-2816	17268	-100	-1780	-73	-36	29
-2816	16928	-104	-2000	-75	-32	20
-2592	17240	-116	-1652	-76	-
